# artifact_type: raw_data
# circuit_file: 01_rc_step_response.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\transient_analysis\01_rc_step_response.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:27:19.752816

Time (s),V(in),I(VIN),V(cap)
0.0009536750515337746,5.0,-0.002130274597092772,2.869725402907228
0.0009636750515337746,5.0,-0.0021090778349326456,2.8909221650673547
0.0009736750515337747,5.0,-0.0020880919858288385,2.9119080141711615
0.0009836750515337747,5.0,-0.0020673149511439746,2.9326850488560257
0.0009936750515337747,5.0,-0.002046744653122641,2.953255346877359
0.0010036750515337747,5.0,-0.0020263790346836093,2.9736209653163908
0.0010136750515337748,5.0,-0.00200621605921412,2.99378394078588
0.0010236750515337748,5.0,-0.001986253710366218,3.013746289633782
0.0010336750515337748,5.0,-0.001966489991855111,3.033510008144889
0.0010436750515337748,5.0,-0.0019469229272595372,3.053077072740463
0.0010536750515337749,5.0,-0.0019275505598241181,3.0724494401758817
0.001063675051533775,5.0,-0.0019083709522636797,3.0916290477363204
0.001073675051533775,5.0,-0.0018893821865695135,3.1106178134304865
0.001083675051533775,5.0,-0.001870582363817578,3.129417636182422
0.001093675051533775,5.0,-0.0018519696039785974,3.1480303960214027
0.001103675051533775,5.0,-0.0018335420457300548,3.166457954269945
0.001113675051533775,5.0,-0.001815297846270054,3.184702153729946
0.001123675051533775,5.0,-0.0017972351811330381,3.202764818866962
0.001133675051533775,5.0,-0.0017793522440073361,3.220647755992664
0.001143675051533775,5.0,-0.0017616472465545267,3.2383527534454735
0.0011536750515337751,5.0,-0.001744118418230601,3.255881581769399
0.0011636750515337752,5.0,-0.0017267640061089037,3.273235993891096
0.0011736750515337752,5.0,-0.0017095822747048351,3.290417725295165
0.0011836750515337752,5.0,-0.0016925715058022988,3.3074284941977012
0.0011936750515337752,5.0,-0.0016757299982818772,3.324270001718123
0.0012036750515337753,5.0,-0.0016590560679507135,3.3409439320492864
0.0012136750515337753,5.0,-0.0016425480473740896,3.3574519526259103
0.0012236750515337753,5.0,-0.001626204285708676,3.373795714291324
0.0012336750515337753,5.0,-0.0016100231485374449,3.389976851462555
0.0012436750515337754,5.0,-0.0015940030177062272,3.405996982293773
0.0012536750515337754,5.0,-0.0015781422911618865,3.4218577088381137
0.0012636750515337754,5.0,-0.0015624393827921158,3.4375606172078843
0.0012736750515337754,5.0,-0.0015468927222668208,3.4531072777331793
0.0012836750515337755,5.0,-0.0015315007548810811,3.468499245118919
0.0012936750515337755,5.0,-0.0015162619413996766,3.4837380586003235
0.0013036750515337755,5.0,-0.0015011747579031622,3.4988252420968378
0.0013136750515337756,5.0,-0.001486237695635469,3.513762304364531
0.0013236750515337756,5.0,-0.001471449260853026,3.528550739146974
0.0013336750515337756,5.0,-0.0014568079746753834,3.5431920253246165
0.0013436750515337756,5.0,-0.0014423123729373202,3.55768762706268
0.0013536750515337757,5.0,-0.0014279610060424215,3.5720389939575785
0.0013636750515337757,5.0,-0.001413752438818118,3.586247561181882
0.0013736750515337757,5.0,-0.001399685250372166,3.600314749627834
0.0013836750515337757,5.0,-0.0013857580339505515,3.6142419660494487
0.0013936750515337758,5.0,-0.0013719693967968135,3.6280306032031864
0.0014036750515337758,5.0,-0.0013583179600127658,3.6416820399872343
0.0014136750515337758,5.0,-0.0013448023584205992,3.655197641579401
0.0014236750515337758,5.0,-0.0013314212404263643,3.6685787595736357
0.0014336750515337759,5.0,-0.0013181732678848091,3.6818267321151907
0.001443675051533776,5.0,-0.0013050571159655571,3.6949428840344427
0.001453675051533776,5.0,-0.0012920714730206258,3.7079285269793743
0.001463675051533776,5.0,-0.001279215040453255,3.720784959546745
0.001473675051533776,5.0,-0.0012664865325880477,3.733513467411952
0.001483675051533776,5.0,-0.0012538846765423953,3.746115323457605
0.001493675051533776,5.0,-0.0012414082120991874,3.7585917879008126
0.001503675051533776,5.0,-0.0012290558915807877,3.7709441084192123
0.001513675051533776,5.0,-0.0012168264797242623,3.7831735202757377
0.001523675051533776,5.0,-0.0012047187535578511,3.795281246442149
0.0015336750515337761,5.0,-0.0011927315022786681,3.807268497721332
0.0015436750515337762,5.0,-0.0011808635271316169,3.819136472868383
0.0015536750515337762,5.0,-0.00116911364128951,3.8308863587104898
0.0015636750515337762,5.0,-0.0011574806697343901,3.8425193302656098
0.0015736750515337762,5.0,-0.0011459634491400176,3.8540365508599823
0.0015836750515337763,5.0,-0.00113456082775554,3.86543917224446
0.0015936750515337763,5.0,-0.001123271665290312,3.876728334709688
0.0016036750515337763,5.0,-0.0011120948327998613,3.8879051672001386
0.0016136750515337763,5.0,-0.0011010292125729969,3.898970787427003
0.0016236750515337764,5.0,-0.001090073698020031,3.909926301979969
0.0016336750515337764,5.0,-0.0010792271935621198,3.92077280643788
0.0016436750515337764,5.0,-0.0010684886145217003,3.9315113854783
0.0016536750515337764,5.0,-0.0010578568870140215,3.9421431129859785
0.0016636750515337765,5.0,-0.0010473309478397528,3.952669052160247
0.0016736750515337765,5.0,-0.0010369097443786602,3.9630902556213394
0.0016836750515337765,5.0,-0.0010265922344843458,3.9734077655156543
0.0016936750515337765,5.0,-0.001016377386380024,3.983622613619976
0.0017036750515337766,5.0,-0.0010062641785553465,3.9937358214446532
0.0017136750515337766,5.0,-0.0009962515996642472,4.003748400335753
0.0017236750515337766,5.0,-0.0009863386484238058,4.013661351576194
0.0017336750515337767,5.0,-0.0009765243335141159,4.023475666485884
0.0017436750515337767,5.0,-0.0009668076734791493,4.033192326520851
0.0017536750515337767,5.0,-0.0009571876966286098,4.04281230337139
0.0017636750515337767,5.0,-0.0009476634409407636,4.052336559059237
0.0017736750515337768,5.0,-0.0009382339539662282,4.061766046033772
0.0017836750515337768,5.0,-0.0009288982927327331,4.071101707267267
0.0017936750515337768,5.0,-0.0009196555236508155,4.080344476349184
0.0018036750515337768,5.0,-0.0009105047224204589,4.089495277579541
0.0018136750515337769,5.0,-0.0009014449739386636,4.098555026061336
0.0018236750515337769,5.0,-0.0008924753722079305,4.10752462779207
0.001833675051533777,5.0,-0.000883595020245662,4.116404979754338
0.001843675051533777,5.0,-0.0008748030299944604,4.12519697000554
0.001853675051533777,5.0,-0.0008660985222333217,4.1339014777666785
0.001863675051533777,5.0,-0.0008574806264897063,4.142519373510294
0.001873675051533777,5.0,-0.0008489484809524935,4.151051519047506
0.001883675051533777,5.0,-0.0008405012323858029,4.159498767614197
0.001893675051533777,5.0,-0.0008321380360436555,4.167861963956344
0.001903675051533777,5.0,-0.0008238580555855112,4.176141944414489
0.0019136750515337771,5.0,-0.0008156604629926201,4.1843395370073795
0.0019236750515337772,5.0,-0.000807544438485232,4.192455561514768
0.0019336750515337772,5.0,-0.0007995091704406038,4.200490829559397
0.0019436750515337772,5.0,-0.0007915538553118417,4.208446144688159
0.001953675051533777,5.0,-0.0007836776975475449,4.216322302452455
0.001963675051533777,5.0,-0.0007758799095122469,4.224120090487753
0.001973675051533777,5.0,-0.0007681597114076472,4.231840288592353
0.001983675051533777,5.0,-0.000760516331194637,4.239483668805363
0.001993675051533777,5.0,-0.0007529490045160847,4.2470509954839155
0.002003675051533777,5.0,-0.0007454569746204011,4.254543025379599
0.002013675051533777,5.0,-0.0007380394922858685,4.261960507714131
0.002023675051533777,5.0,-0.0007306958157457105,4.269304184254289
0.0020336750515337772,5.0,-0.0007234252106139115,4.276574789386088
0.0020436750515337773,5.0,-0.0007162269498117834,4.283773050188216
0.0020536750515337773,5.0,-0.0007091003134952478,4.290899686504752
0.0020636750515337773,5.0,-0.0007020445889828579,4.297955411017142
0.0020736750515337773,5.0,-0.0006950590706845212,4.304940929315479
0.0020836750515337774,5.0,-0.0006881430600309433,4.311856939969057
0.0020936750515337774,5.0,-0.0006812958654037705,4.31870413459623
0.0021036750515337774,5.0,-0.0006745168020664194,4.325483197933581
0.0021136750515337774,5.0,-0.000667805192095609,4.332194807904391
0.0021236750515337775,5.0,-0.0006611603643135629,4.338839635686437
0.0021336750515337775,5.0,-0.0006545816542208906,4.34541834577911
0.0021436750515337775,5.0,-0.0006480684039301349,4.351931596069865
0.0021536750515337775,5.0,-0.0006416199620999843,4.358380037900016
0.0021636750515337776,5.0,-0.0006352356838701338,4.364764316129866
0.0021736750515337776,5.0,-0.0006289149307967994,4.3710850692032
0.0021836750515337776,5.0,-0.0006226570707888717,4.377342929211128
0.0021936750515337776,5.0,-0.0006164614780447041,4.383538521955296
0.0022036750515337777,5.0,-0.0006103275329895326,4.389672467010468
0.0022136750515337777,5.0,-0.0006042546222135162,4.395745377786484
0.0022236750515337777,5.0,-0.0005982421384103957,4.401757861589604
0.0022336750515337777,5.0,-0.0005922894803167588,4.407710519683241
0.0022436750515337778,5.0,-0.0005863960526519144,4.4136039473480855
0.002253675051533778,5.0,-0.000580561266058364,4.419438733941636
0.002263675051533778,5.0,-0.0005747845370428582,4.425215462957142
0.002273675051533778,5.0,-0.0005690652879180537,4.430934712081946
0.002283675051533778,5.0,-0.0005634029467447392,4.4365970532552605
0.002293675051533778,5.0,-0.0005577969472746426,4.4422030527253575
0.002303675051533778,5.0,-0.0005522467288937996,4.4477532711062
0.002313675051533778,5.0,-0.0005467517365664995,4.4532482634335
0.002323675051533778,5.0,-0.0005413114207797687,4.458688579220231
0.002333675051533778,5.0,-0.000535925237488427,4.464074762511573
0.002343675051533778,5.0,-0.0005305926480606814,4.469407351939319
0.002353675051533778,5.0,-0.0005253131192242549,4.474686880775745
0.002363675051533778,5.0,-0.000520086123013068,4.479913876986932
0.002373675051533778,5.0,-0.0005149111367144304,4.485088863285569
0.002383675051533778,5.0,-0.0005097876428167749,4.490212357183225
0.002393675051533778,5.0,-0.0005047151289579018,4.495284871042098
0.002403675051533778,5.0,-0.0004996930878737454,4.500306912126255
0.0024136750515337782,5.0,-0.0004947210173476399,4.50527898265236
0.0024236750515337782,5.0,-0.0004897984201601016,4.510201579839898
0.0024336750515337783,5.0,-0.0004849248040391047,4.515075195960895
0.0024436750515337783,5.0,-0.0004800996816108549,4.519900318389145
0.0024536750515337783,5.0,-0.0004753225703510453,4.524677429648955
0.0024636750515337784,5.0,-0.0004705929925366073,4.5294070074633925
0.0024736750515337784,5.0,-0.0004659104751979356,4.534089524802065
0.0024836750515337784,5.0,-0.00046127455007158574,4.538725449928414
0.0024936750515337784,5.0,-0.0004566847535534598,4.54331524644654
0.0025036750515337785,5.0,-0.0004521406266524298,4.5478593733475705
0.0025136750515337785,5.0,-0.0004476417149444443,4.552358285055556
0.0025236750515337785,5.0,-0.0004431875685270859,4.556812431472914
0.0025336750515337785,5.0,-0.0004387777419745777,4.561222258025422
0.0025436750515337786,5.0,-0.0004344117942932388,4.565588205706761
0.0025536750515337786,5.0,-0.00043008928887738624,4.569910711122613
0.0025636750515337786,5.0,-0.00042580979346567,4.57419020653433
0.0025736750515337786,5.0,-0.00042157288009785163,4.578427119902148
0.0025836750515337787,5.0,-0.00041737812507200173,4.582621874927998
0.0025936750515337787,5.0,-0.0004132251089021318,4.5867748910978685
0.0026036750515337787,5.0,-0.00040911341627624005,4.59088658372376
0.0026136750515337787,5.0,-0.00040504263601478466,4.594957363985215
0.0026236750515337788,5.0,-0.0004010123610295622,4.598987638970438
0.002633675051533779,5.0,-0.0003970221882829989,4.602977811717001
0.002643675051533779,5.0,-0.0003930717187478434,4.606928281252157
0.002653675051533779,5.0,-0.00038916055736726816,4.610839442632732
0.002663675051533779,5.0,-0.0003852883130153551,4.614711686984645
0.002673675051533779,5.0,-0.0003814545984579887,4.618545401542011
0.002683675051533779,5.0,-0.0003776590303141286,4.6223409696858715
0.002693675051533779,5.0,-0.00037390122901747105,4.626098770982529
0.002703675051533779,5.0,-0.0003701808187784915,4.629819181221508
0.002713675051533779,5.0,-0.0003664974275468637,4.6335025724531365
0.002723675051533779,5.0,-0.0003628506869742566,4.637149313025743
0.002733675051533779,5.0,-0.0003592402323774986,4.640759767622502
0.002743675051533779,5.0,-0.0003556657027021003,4.6443342972979
0.002753675051533779,5.0,-0.00035212674048615885,4.647873259513841
0.002763675051533779,5.0,-0.0003486229918246049,4.651377008175395
0.002773675051533779,5.0,-0.0003451541063338127,4.654845893666187
0.002783675051533779,5.0,-0.00034171973711656124,4.658280262883439
0.0027936750515337792,5.0,-0.00033831954072734063,4.6616804592726595
0.0028036750515337792,5.0,-0.00033495317713801414,4.665046822861986
0.0028136750515337793,5.0,-0.0003316203097038055,4.668379690296194
0.0028236750515337793,5.0,-0.0003283206051296391,4.6716793948703605
0.0028336750515337793,5.0,-0.0003250537334368066,4.674946266563193
0.0028436750515337793,5.0,-0.0003218193679299722,4.678180632070028
0.0028536750515337794,5.0,-0.00031861718516450026,4.6813828148355
0.0028636750515337794,5.0,-0.0003154468649141078,4.684553135085892
0.0028736750515337794,5.0,-0.00031230809013884416,4.687691909861156
0.0028836750515337795,5.0,-0.0003092005469533827,4.690799453046617
0.0028936750515337795,5.0,-0.00030612392459563806,4.693876075404362
0.0029036750515337795,5.0,-0.0003030779153956808,4.696922084604319
0.0029136750515337795,5.0,-0.00030006221474497725,4.699937785255023
0.0029236750515337796,5.0,-0.00029707652106592247,4.7029234789340775
0.0029336750515337796,5.0,-0.0002941205357816839,4.705879464218316
0.0029436750515337796,5.0,-0.00029119396328634514,4.708806036713655
0.0029536750515337796,5.0,-0.00028829651091533647,4.711703489084663
0.0029636750515337797,5.0,-0.00028542788891617894,4.714572111083821
0.0029736750515337797,5.0,-0.00028258781041950055,4.717412189580499
0.0029836750515337797,5.0,-0.0002797759914103517,4.720224008589648
0.0029936750515337797,5.0,-0.0002769921506998018,4.723007849300198
0.0030036750515337798,5.0,-0.00027423600989681836,4.725763990103181
0.00301367505153378,5.0,-0.0002715072933804326,4.728492706619567
0.00302367505153378,5.0,-0.0002688057282721687,4.731194271727832
0.00303367505153378,5.0,-0.0002661310444087633,4.7338689555912365
0.00304367505153378,5.0,-0.00026348297431514397,4.736517025684856
0.00305367505153378,5.0,-0.00026086125317768046,4.739138746822319
0.00306367505153378,5.0,-0.00025826561881770425,4.741734381182296
0.00307367505153378,5.0,-0.0002556958116652899,4.74430418833471
0.00308367505153378,5.0,-0.0002531515747332966,4.746848425266704
0.00309367505153378,5.0,-0.00025063265359167187,4.749367346408328
0.00310367505153378,5.0,-0.00024813879634200293,4.751861203657997
0.00311367505153378,5.0,-0.0002456697535923322,4.754330246407668
0.00312367505153378,5.0,-0.00024322527843220927,4.7567747215677905
0.00313367505153378,5.0,-0.00024080512640800838,4.759194873591992
0.00314367505153378,5.0,-0.00023840905549847666,4.761590944501523
0.00315367505153378,5.0,-0.00023603682609053215,4.763963173909468
0.00316367505153378,5.0,-0.000233688200955302,4.766311799044698
0.00317367505153378,5.0,-0.00023136294522440367,4.7686370547755965
0.0031836750515337802,5.0,-0.00022906082636644978,4.7709391736335505
0.0031936750515337803,5.0,-0.00022678161416379763,4.773218385836202
0.0032036750515337803,5.0,-0.00022452508068953117,4.775474919310469
0.0032136750515337803,5.0,-0.00022229100028466064,4.7777089997153395
0.0032236750515337803,5.0,-0.0002200791495355599,4.77992085046444
0.0032336750515337804,5.0,-0.00021788930725162407,4.782110692748376
0.0032436750515337804,5.0,-0.00021572125444315002,4.78427874555685
0.0032536750515337804,5.0,-0.00021357477429943816,4.786425225700562
0.0032636750515337805,5.0,-0.00021144965216710488,4.788550347832895
0.0032736750515337805,5.0,-0.00020934567552862576,4.790654324471374
0.0032836750515337805,5.0,-0.00020726263398107656,4.792737366018923
0.0032936750515337805,5.0,-0.00020520031921509533,4.794799680784904
0.0033036750515337806,5.0,-0.00020315852499405013,4.79684147500595
0.0033136750515337806,5.0,-0.0002011370471334123,4.798862952866588
0.0033236750515337806,5.0,-0.00019913568348034223,4.800864316519657
0.0033336750515337806,5.0,-0.00019715423389347377,4.802845766106526
0.0033436750515337807,5.0,-0.00019519250022289117,4.804807499777109
0.0033536750515337807,5.0,-0.00019325028629032463,4.806749713709675
0.0033636750515337807,5.0,-0.0001913273978695262,4.808672602130474
0.0033736750515337807,5.0,-0.00018942364266684355,4.810576357333156
0.0033836750515337808,5.0,-0.00018753883030200088,4.8124611696979995
0.003393675051533781,5.0,-0.00018567277228904566,4.814327227710955
0.003403675051533781,5.0,-0.00018382528201751295,4.816174717982487
0.003413675051533781,5.0,-0.00018199617473375722,4.818003825266243
0.003423675051533781,5.0,-0.0001801852675224749,4.819814732477525
0.003433675051533781,5.0,-0.00017839237928841956,4.82160762071158
0.003443675051533781,5.0,-0.00017661733073828702,4.823382669261713
0.003453675051533781,5.0,-0.00017485994436278098,4.825140055637219
0.003463675051533781,5.0,-0.0001731200444188728,4.826879955581127
0.003473675051533781,5.0,-0.00017139745691221748,4.828602543087783
0.003483675051533781,5.0,-0.00016969200957975706,4.830307990420243
0.003493675051533781,5.0,-0.00016800353187249473,4.831996468127505
0.003503675051533781,5.0,-0.0001663318549384417,4.833668145061559
0.003513675051533781,5.0,-0.00016467681160572175,4.835323188394279
0.003523675051533781,5.0,-0.0001630382363658634,4.836961763634137
0.003533675051533781,5.0,-0.0001614159653572471,4.838584034642753
0.003543675051533781,5.0,-0.00015980983634871718,4.8401901636512825
0.003553675051533781,5.0,-0.0001582196887233555,4.841780311276644
0.0035636750515337812,5.0,-0.00015664536346242462,4.843354636537575
0.0035736750515337813,5.0,-0.00015508670312946483,4.844913296870535
0.0035836750515337813,5.0,-0.00015354355185454548,4.846456448145455
0.0035936750515337813,5.0,-0.00015201575531867927,4.847984244681321
0.0036036750515337813,5.0,-0.00015050316073839456,4.849496839261605
0.0036136750515337814,5.0,-0.00014900561685044986,4.85099438314955
0.0036236750515337814,5.0,-0.0001475229738967139,4.852477026103286
0.0036336750515337814,5.0,-0.00014605508360918465,4.853944916390815
0.0036436750515337814,5.0,-0.00014460179919516258,4.855398200804838
0.0036536750515337815,5.0,-0.00014316297532257407,4.856837024677426
0.0036636750515337815,5.0,-0.00014173846810543438,4.858261531894565
0.0036736750515337815,5.0,-0.0001403281350894599,4.85967186491054
0.0036836750515337816,5.0,-0.0001389318352378226,4.861068164762178
0.0036936750515337816,5.0,-0.0001375494289170484,4.8624505710829515
0.0037036750515337816,5.0,-0.0001361807778830484,4.863819222116952
0.0037136750515337816,5.0,-0.00013482574526729567,4.865174254732704
0.0037236750515337817,5.0,-0.00013348419556314436,4.8665158044368555
0.0037336750515337817,5.0,-0.00013215599461226767,4.867844005387733
0.0037436750515337817,5.0,-0.000130841009591251,4.869158990408749
0.0037536750515337817,5.0,-0.000129539108998304,4.870460891001696
0.0037636750515337818,5.0,-0.0001282501626401122,4.8717498373598875
0.003773675051533782,5.0,-0.00012697404161881795,4.873025958381182
0.003783675051533782,5.0,-0.0001257106183191279,4.874289381680872
0.003793675051533782,5.0,-0.00012445976639555503,4.875540233604445
0.003803675051533782,5.0,-0.0001232213607597777,4.876778639240222
0.003813675051533782,5.0,-0.00012199527756813749,4.878004722431863
0.003823675051533782,5.0,-0.00012078139420925067,4.879218605790749
0.003833675051533782,5.0,-0.00011957958929174634,4.880420410708254
0.003843675051533782,5.0,-0.00011838974263212593,4.881610257367874
0.003853675051533782,5.0,-0.00011721173524275198,4.882788264757248
0.003863675051533782,5.0,-0.00011604544931993928,4.883954550680061
0.003873675051533782,5.0,-0.00011489076823217783,4.885109231767822
0.003883675051533782,5.0,-0.00011374757650847462,4.886252423491525
0.003893675051533782,5.0,-0.00011261575982679864,4.887384240173201
0.003903675051533782,5.0,-0.00011149520500265166,4.888504794997348
0.003913675051533782,5.0,-0.00011038579997775088,4.889614200022249
0.003923675051533781,5.0,-0.00010928743380881744,4.8907125661911826
0.003933675051533781,5.0,-0.00010819999665649064,4.891800003343509
0.0039436750515337805,5.0,-0.00010712337977433588,4.892876620225664
0.00395367505153378,5.0,-0.00010605747549797401,4.893942524502026
0.00396367505153378,5.0,-0.00010500217723431217,4.894997822765688
0.003973675051533779,5.0,-0.00010395737945088652,4.896042620549114
0.003983675051533779,5.0,-0.0001029229776653047,4.897077022334695
0.0039936750515337785,5.0,-0.00010189886843480541,4.898101131565195
0.004003675051533778,5.0,-0.00010088494934590297,4.899115050654097
0.004013675051533778,5.0,-9.988111900415247e-05,4.900118880995848
0.004023675051533777,5.0,-9.888727702401026e-05,4.90111272297599
0.004033675051533777,5.0,-9.790332401879605e-05,4.902096675981204
0.004043675051533776,5.0,-9.692916159074767e-05,4.903070838409253
0.004053675051533776,5.0,-9.596469232118782e-05,4.904035307678813
0.004063675051533776,5.0,-9.500981976077755e-05,4.904990180239222
