# artifact_type: raw_data
# circuit_file: 04_ltc6247_active_lowpass_amplifier.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\opamp_circuits\04_ltc6247_active_lowpass_amplifier.cir
# analysis_type: ac
# executor: spice
# timestamp: 2026-04-22T10:27:09.702956

Frequency (Hz),V(out)_mag,V(out)_phase,V(out)_real,V(out)_imag,V(in)_mag,V(in)_phase,V(in)_real,V(in)_imag,I(VIN)_mag,I(VIN)_phase,I(VIN)_real,I(VIN)_imag,V(fb)_mag,V(fb)_phase,V(fb)_real,V(fb)_imag,V(filt)_mag,V(filt)_phase,V(filt)_real,V(filt)_imag,V(vcc)_mag,V(vcc)_phase,V(vcc)_real,V(vcc)_imag,V(vee)_mag,V(vee)_phase,V(vee)_real,V(vee)_imag,V(xu1.ndrv)_mag,V(xu1.ndrv)_phase,V(xu1.ndrv)_real,V(xu1.ndrv)_imag,I(E.XU1.E1)_mag,I(E.XU1.E1)_phase,I(E.XU1.E1)_real,I(E.XU1.E1)_imag,I(VCC)_mag,I(VCC)_phase,I(VCC)_real,I(VCC)_imag,I(VEE)_mag,I(VEE)_phase,I(VEE)_real,I(VEE)_imag
3.162277660168377,1.999992051891477,-0.11384184595990902,1.9999881040770946,-0.003973811670223283,1.0,0.0,1.0,0.0,1.9869137311525884e-07,-90.11384184595869,-3.947826175123778e-10,-1.9869098091536997e-07,0.9999960259729109,-0.11384184595635473,0.9999940520657196,-0.0019869058351035967,0.9999980260849644,-0.11384184595635476,0.9999960521738249,-0.0019869098091536996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0001120534145795,-0.11384184595990923,2.0001081053633243,-0.0039740501028973085,0.0001200015231024981,179.88615815403696,-0.00012000128622968731,2.3843267402557516e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5481338923357515,1.9999910297113728,-0.12773260851176965,1.9999860597138759,-0.004458685470132414,1.0,0.0,1.0,0.0,2.2293527340456225e-07,-90.12773260851502,-4.970013612898977e-10,-2.229347194082021e-07,0.9999955148790748,-0.12773260851238138,0.9999930298803262,-0.002229342735129025,0.9999975149901059,-0.1277326085123814,0.9999950299863871,-0.002229347194082021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000111031173144,-0.12773260851176962,2.0001060608774424,-0.004458952995719301,0.00012000146177129417,179.87226739148898,-0.00012000116356647439,2.675255868864884e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9810717055349687,1.9999897428880278,-0.14331828249220582,1.999983486041947,-0.005002720941782798,1.0,0.0,1.0,0.0,2.5013732992860925e-07,-90.1433182824898,-6.256868382371926e-10,-2.5013654738920974e-07,0.9999948714511709,-0.14331828249001058,0.9999917430281305,-0.0025013604708709874,0.9999968715609152,-0.14331828249001055,0.9999937431316176,-0.002501365473892097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00010974427259,-0.14331828249220593,2.000103487051092,-0.005003021110042027,0.00012000138456213152,179.856681717506,-0.0001200010091451098,3.0016825922941914e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.4668359215096265,1.9999881228188658,-0.1608056709409824,1.9999802459322897,-0.005613136124176993,1.0,0.0,1.0,0.0,2.8065847294771577e-07,-90.16080567095366,-7.876917843707048e-10,-2.806573675836723e-07,0.9999940614251984,-0.16080567095422132,0.9999901229819096,-0.0028065680623638044,0.9999960615333225,-0.16080567095422132,0.9999921230821563,-0.0028065736758367227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0001081241062217,-0.1608056709409817,2.0001002467470244,-0.0056134729179575515,0.00012000128735569347,179.83919432907032,-0.0001200008147346221,3.3679378055873066e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0118723362727176,1.9999860832551448,-0.18042680770097222,1.999976166867748,-0.006298029473034152,1.0,0.0,1.0,0.0,3.149036648753127e-07,-90.18042680770556,-9.916431815233315e-10,-3.149021035110813e-07,0.9999930416657158,-0.18042680770476868,0.9999880834720173,-0.0031490147367034516,0.9999950417718002,-0.18042680770476868,0.9999900835681848,-0.003149021035110813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000106084420122,-0.18042680770097203,2.000096167437732,-0.006298407361100544,0.0001200011649773401,179.8195731923021,-0.00012000056998417996,3.778880663923151e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.623413251903484,1.9999835156987862,-0.20244203462783592,1.9999710317467667,-0.007066487150625972,1.0,0.0,1.0,0.0,3.533272697133036e-07,-90.20244203463157,-1.2484015952344153e-09,-3.533250642347845e-07,0.9999917578690257,-0.20244203463094965,0.9999855158930157,-0.003533243575436698,0.9999937579725424,-0.20244203463094965,0.9999875159840477,-0.003533250642347845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0001035167097094,-0.20244203462783572,2.0000910320086405,-0.007066911146921484,0.00012000101092335898,179.7975579653749,-0.0001200002618737539,4.2399629551163193e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.3095734448019245,1.999980283310694,-0.22714345403501038,1.9999645670097597,-0.007928703361076256,1.0,0.0,1.0,0.0,3.964390762963939e-07,-90.22714345403823,-1.571639412131765e-09,-3.964359609877694e-07,0.9999901416717794,-0.22714345404047248,0.9999822835213118,-0.003964351680698603,0.9999921417720634,-0.22714345404047248,0.9999842836058787,-0.003964359609877694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000100284127671,-0.22714345403501007,2.000084566883743,-0.007929179091206606,0.00012000081697691767,179.77285654596972,-0.00011999987398314538,4.7573013035005773e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.07945784384137,1.9999762139872534,-0.25485880149273654,1.999956428437272,-0.008896115288086155,1.0,0.0,1.0,0.0,4.4481105456066856e-07,-90.25485880150089,-1.9785687425873414e-09,-4.448066540926573e-07,0.9999881070111378,-0.25485880150170576,0.9999782142361463,-0.004448057644277509,0.9999901071073524,-0.25485880150170576,0.9999802143125741,-0.004448066540926573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000962145600667,-0.2548588014927361,2.0000764278229326,-0.008896649063899531,0.00012000057281343619,179.74514119851477,-0.00011999938566065182,5.337758133758252e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.943282347242804,1.9999710910132154,-0.2859557901958855,1.9999461826410658,-0.00998155438894025,1.0,0.0,1.0,0.0,4.990849334858598e-07,-90.28595579020667,-2.490857708325111e-09,-4.990787176993845e-07,0.9999855455428114,-0.2859557902067571,0.9999730913567353,-0.004990777194840553,0.9999875456339027,-0.28595579020675704,0.9999750914229167,-0.004990787176993845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000910912786436,-0.28595579019588496,2.0000661814119667,-0.009982153292185103,0.00012000026542809039,179.71404420981307,-0.0001199987709008532,5.989032448531356e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.912509381337442,1.9999646417779398,-0.3208469839494033,1.9999332842480726,-0.011199415997361323,1.0,0.0,1.0,0.0,5.599806998505499e-07,-90.3208469839629,-3.135783842062468e-09,-5.59971919889567e-07,0.9999823208732319,-0.3208469839617318,0.9999666421082972,-0.005599707998807696,0.9999843209578735,-0.3208469839617317,0.9999686421615794,-0.005599719198895669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000846416564126,-0.32084698394940264,2.0000532822450623,-0.011200087973520567,0.00011999987847284529,179.679153016061,-0.00011999799698969582,6.71976159244414e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.999999999999984,1.999956522606848,-0.3599952626955712,1.9999170462162998,-0.01256584940013637,1.0,0.0,1.0,0.0,6.28306128574497e-07,-90.35999526270164,-3.9476859120378014e-09,-6.282937266758377e-07,0.9999782612991112,-0.35999526270209903,0.9999585231038364,-0.0062829247001550135,0.9999802613756331,-0.35999526270209903,0.9999605231408796,-0.006282937266758377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000076521998161,-0.3599952626955709,2.00003704323899,-0.012566603363666218,0.00011999939131307508,179.64000473730985,-0.00011999702269016588,7.539635298470931e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.220184543019615,1.9999463012936782,-0.4039199519847477,1.99989660409743,-0.014098970807533506,1.0,0.0,1.0,0.0,7.049674682864706e-07,-90.40391995197884,-4.969791313425226e-09,-7.049499503628161e-07,0.9999731506683899,-0.4039199519786009,0.9999483020702659,-0.007049485403811401,0.9999751507346899,-0.40391995197860087,0.9999503020868657,-0.007049499503628161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000663000717,-0.40391995198474806,2.00001659989357,-0.014099816759880923,0.00011999877802144326,179.59608004800958,-0.00011999579613997113,8.459523474172587e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.58925411794165,1.9999334337632086,-0.45320369618164225,1.99987086970632,-0.01581910187034732,1.0,0.0,1.0,0.0,7.909814199210583e-07,-90.45320369622515,-6.256516066606931e-09,-7.909566755942083e-07,0.99996671687692,-0.45320369622487133,0.99993543484847,-0.00790955093589105,0.9999687169303516,-0.45320369622487133,0.999937434839334,-0.007909566755942083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000534317691683,-0.45320369618164014,1.9999908639583737,-0.01582005103227857,0.00011999800595953362,179.54679630385436,-0.00011999425205355685,9.491619312497479e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.125375446227517,1.9999172346866472,-0.5085001649134572,1.9998384728004461,-0.017749036702435207,1.0,0.0,1.0,0.0,8.87488561661852e-07,-90.50850016485938,-7.87635947080618e-09,-8.87453610078921e-07,0.9999586173899208,-0.5085001648593885,0.9999192364468268,-0.008874518350687548,0.9999606174271525,-0.5085001648593885,0.999921236405292,-0.00887453610078921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000372317206407,-0.5085001649134598,1.999958465108648,-0.01775010166238644,0.0001199970339937452,179.4914998350417,-0.00011999230820181062,1.064959951235095e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.848931924611104,1.9998968419518584,-0.5705426904776082,1.9997976891395044,-0.019914340594515433,1.0,0.0,1.0,0.0,9.957683904196779e-07,-90.57054269043876,-9.91554687359078e-09,-9.957190212550898e-07,0.9999484210197573,-0.5705426904387164,0.999898844613585,-0.009957170297015424,0.9999504210365951,-0.5705426904387164,0.999900844531264,-0.009957190212550898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000168377622676,-0.5705426904776101,1.9999176790006459,-0.019915535474865464,0.00011999581040937294,179.42945730949086,-0.00011998986114147847,1.1948803500319571e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.782794100389193,1.9998711699300817,-0.6401539492249679,1.9997463479408264,-0.02234368400332705,1.0,0.0,1.0,0.0,1.1172561682083643e-06,-90.64015394919407,-1.2482613453987444e-08,-1.1171864346477697e-06,0.9999355849937489,-0.6401539491945277,0.9998731739991253,-0.01117184200145305,0.9999375849849131,-0.6401539491945277,0.9998751738654601,-0.011171864346477697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999911642001456,-0.6401539492249696,1.999866334721446,-0.022345024646710954,0.00011999427006381859,179.3598460507484,-0.00011998678061964085,1.340643383904161e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.952623149688755,1.999838852093697,-0.7182568064146337,1.999681716867926,-0.025069215535765767,1.0,0.0,1.0,0.0,1.2535617811051832e-06,-90.7182568063508,-1.5714171390474952e-08,-1.2534632838121384e-06,0.9999194260972709,-0.7182568063508368,0.9998408584843954,-0.012534607767401671,0.9999214260561153,-0.7182568063508368,0.9998428582860952,-0.012534632838121383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999958844424656,-0.718256806414637,1.9998016997706145,-0.025070719713767176,0.00011999233095923595,179.28174319353172,-0.0001199829026885535,1.5041780014081463e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.387211385683347,1.9997981686864903,-0.805886461625516,1.9996003572185135,-0.02812697803593412,1.0,0.0,1.0,0.0,1.4064908386610508e-06,-90.80588646157803,-1.978216479236745e-08,-1.4063517146125265e-06,0.9998990843657202,-0.8058864615783186,0.9998001786317411,-0.014063489017459583,0.9999010842838787,-0.8058864615783186,0.9998021783520763,-0.014063517146125264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999181585764072,-0.8058864616255184,1.9997203352395445,-0.028128665682743303,0.00011998988991692184,179.19411353833488,-0.00011997802103103083,1.687646809182819e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.118864315095745,1.999746954754202,-0.9042040436107907,1.9994979408142117,-0.03155737201400752,1.0,0.0,1.0,0.0,1.5780682621438762e-06,-90.9042040436727,-2.4902994399860563e-08,-1.5778717567837109e-06,0.9998734774081045,-0.9042040436726055,0.9997489704380886,-0.01577868600857162,0.9998754772750461,-0.9042040436726053,0.9997509700560013,-0.01577871756783711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9998669415712305,-0.9042040436107875,1.9996179126901552,-0.03155926548788557,0.00011998681702889212,179.0957959564415,-0.00011997187594348091,1.893473878050722e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.183829312644473,1.9996824858528095,-1.0145118177599164,1.9993690211417345,-0.03540567080587314,1.0,0.0,1.0,0.0,1.7705646300300812e-06,-91.01451181780426,-3.134899109113944e-08,-1.770287081202121e-06,0.999841242955659,-1.0145118178041335,0.9996845106001033,-0.017702835404226028,0.9998432427581277,-1.0145118178041335,0.9996865100890886,-0.01770287081202121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99980246880164,-1.0145118177599142,1.999488985282369,-0.035407795181527035,0.00011998294883054841,178.98548818227454,-0.00011996414063442096,2.12437565389606e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.622776601683718,1.9996013333133271,-1.1382701829082786,1.999206744660223,-0.03972259172700017,1.0,0.0,1.0,0.0,1.986525567423046e-06,-91.13827018307457,-3.946283830025569e-08,-1.9861335590585903e-06,0.9998006666169004,-1.1382701830745365,0.9996033722902985,-0.019861295865610775,0.9998026663382117,-1.1382701830745365,0.9996053716169975,-0.0198613355905859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999721311392931,-1.1382701829082704,1.9993266990641132,-0.03972497512222617,0.00011997807960389118,178.8617298172288,-0.00011995440389012124,2.3833952259993962e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.481338923357455,1.9994991820807135,-1.2771166519770687,1.9990024878400758,-0.04456492736030757,1.0,0.0,1.0,0.0,2.228804480640643e-06,-91.27711665198521,-4.9675694129241825e-08,-2.2282508248257388e-06,0.9997495910566037,-1.277116651985105,0.9995012439362777,-0.022282463680656086,0.9997515906757576,-1.277116651985105,0.9995032430587076,-0.022282508248257386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9996191540311357,-1.2771166519770685,1.999122429988347,-0.04456760130051407,0.00011997195042228897,178.72288334802747,-0.00011994214827115712,2.673940206497638e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.81071705534962,1.9993706037648435,-1.4328870157777494,1.998745403286777,-0.04999624024838216,1.0,0.0,1.0,0.0,2.5005989462169607e-06,-91.43288701578733,-6.252995089821517e-08,-2.4998170123155097e-06,0.9996853018647198,-1.4328870157873008,0.9993727016256879,-0.024998120123915026,0.9996873013552878,-1.4328870157873008,0.9993747004910178,-0.024998170123155097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9994905680004416,-1.432887015777749,1.9988653300097212,-0.04999924007279333,0.00011996423559802602,178.56711298422877,-0.00011992672294414142,2.999824411167862e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.66835921509619,1.9992087683968895,-1.6076389090293874,1.9984218468955446,-0.056087623283649544,1.0,0.0,1.0,0.0,2.8054910608317925e-06,-91.60763890906058,-7.870780092406732e-08,-2.8043867733393684e-06,0.9996043841996933,-1.6076389090606544,0.9992109234490051,-0.028043811642405086,0.9996063835284162,-1.6076389090606544,0.9992129219907593,-0.028043867733393683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9993287229222019,-1.6076389090293857,1.9985417542047799,-0.05609098859713413,0.00011995452531227938,178.3923610909945,-0.0001199073092352787,3.365313484583743e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.11872336272709,1.9990050856759736,-1.8036779909623166,1.9980146625220407,-0.0629185259310986,1.0,0.0,1.0,0.0,3.147492039191579e-06,-91.8036779910652,-9.906706136774389e-08,-3.1459325889354847e-06,0.9995025428287957,-1.803677991065192,0.9990073312517772,-0.03145926296705374,0.9995045419538235,-1.8036779910651917,0.9990093293863226,-0.03145932588935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99912502798012,-1.8036779909623117,1.9981345453998074,-0.06292230110557284,0.00011994230414630672,178.1963220091211,-0.00011988287776665274,3.775174474238141e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.234132519034745,1.9987487527201913,-2.0235869572282517,1.997502283542863,-0.07057764335516135,1.0,0.0,1.0,0.0,3.531091302023942e-06,-92.02358695726993,-1.246860578322899e-07,-3.5288892261179556e-06,0.9993743763882488,-2.0235869572699396,0.9987511417995414,-0.03528882167930147,0.9993763752569285,-2.023586957269939,0.9987531394216771,-0.03528889226117955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9988686796441002,-2.02358695722825,1.997622135677375,-0.07058187808434013,0.00011992692390892658,177.97641304280384,-0.00011985213451182197,4.234729178778651e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.09573444801914,1.9984261889747459,-2.270257577439645,1.996857610329914,-0.07916386074233304,1.0,0.0,1.0,0.0,3.961310213900815e-06,-92.27025757740503,-1.5691978610755171e-07,-3.958200953903538e-06,0.9992130944838901,-2.270257577404994,0.9984288051615008,-0.03958193037042472,0.9992150930299866,-2.270257577404994,0.9984308021389245,-0.03958200953903537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.998546096544511,-2.2702575774396467,1.9969774237833917,-0.07916861065314151,0.00011990756976493951,177.72974242253292,-0.00011981345347766847,4.749910808468649e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.79457843841358,1.9980203270932704,-2.546925920019416,1.9960466061330826,-0.08878723794836885,1.0,0.0,1.0,0.0,4.443760493388855e-06,-92.5469259199298,-1.9747007322602945e-07,-4.4393707766736115e-06,0.9990101635814275,-2.546925919929876,0.9980233031013688,-0.044393618974170844,0.9990121617216379,-2.546925919929876,0.9980252992677398,-0.04439370776673612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9981402103109125,-2.54692592001942,1.9961663709254935,-0.08879256527143298,0.00011988321764227224,177.4530740799076,-0.00011976479241093685,5.327323064130418e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.43282347242791,1.9975097288738968,-2.857210857663224,1.9950265487433723,-0.09957000931493955,1.0,0.0,1.0,0.0,4.984707102061561e-06,-92.8572108577957,-2.484730489334412e-07,-4.978510423540026e-06,0.9987548644297815,-2.8572108577955686,0.9975132743644133,-0.04978500465941664,0.9987568620593629,-2.857210857795568,0.9975152695106656,-0.04978510423540026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9976295814551395,-2.8572108576632167,1.995146252331324,-0.09957598361506825,0.00011985258124265935,177.14278914244446,-0.00011970358795165836,5.974300128705479e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
