# artifact_type: raw_data
# circuit_file: 03_lt6201_non_inverting_amplifier.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\opamp_circuits\03_lt6201_non_inverting_amplifier.cir
# analysis_type: ac
# executor: spice
# timestamp: 2026-04-22T10:27:07.464237

Frequency (Hz),V(out)_mag,V(out)_phase,V(out)_real,V(out)_imag,V(in)_mag,V(in)_phase,V(in)_real,V(in)_imag,I(VIN)_mag,I(VIN)_phase,I(VIN)_real,I(VIN)_imag,V(fb)_mag,V(fb)_phase,V(fb)_real,V(fb)_imag,V(vcc)_mag,V(vcc)_phase,V(vcc)_real,V(vcc)_imag,V(vee)_mag,V(vee)_phase,V(vee)_real,V(vee)_imag,V(xu1.ndrv)_mag,V(xu1.ndrv)_phase,V(xu1.ndrv)_real,V(xu1.ndrv)_imag,I(E.XU1.E1)_mag,I(E.XU1.E1)_phase,I(E.XU1.E1)_real,I(E.XU1.E1)_imag,I(VCC)_mag,I(VCC)_phase,I(VCC)_real,I(VCC)_imag,I(VEE)_mag,I(VEE)_phase,I(VEE)_real,I(VEE)_imag
10797.751623277096,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11659.144011798317,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12589.254117941671,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13593.563908785256,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14677.992676220694,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15848.931924611134,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17113.283041617808,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18478.497974222908,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19952.623149688796,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21544.346900318837,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23263.05067153626,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25118.8643150958,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27122.72579332028,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29286.445646252363,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31622.776601683792,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34145.48873833602,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36869.45064519576,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39810.71705534973,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42986.62347082277,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46415.88833612779,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50118.72336272723,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54116.95265464637,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58434.14133735176,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63095.73444801932,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68129.20690579612,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73564.22544596413,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79432.82347242815,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85769.5898590894,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92611.87281287934,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000.0,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107977.51623277097,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116591.44011798318,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
